"player_position","depth","angle","field_x","field_y","batter","launch_speed_av","launch_angle_av","gb_pull","fb_pull","handedness","name","home_first","babip","method"
7,304,-70,-105,285,642165,88.7,16.6,0.801,0.507,"L","VanMeter, Josh",4.65,0.279,"Pie-Slice"
8,331,87,20,330,642165,88.7,16.6,0.801,0.507,"L","VanMeter, Josh",4.65,0.279,"Pie-Slice"
9,262,59,135,225,642165,88.7,16.6,0.801,0.507,"L","VanMeter, Josh",4.65,0.279,"Pie-Slice"
3,128,51,80,100,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
4,139,69,50,130,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
5,121,-60,-60,105,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
6,141,-82,-20,140,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
7,235,-66,-95,215,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
8,280,88,10,280,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
9,257,61,125,225,642180,79.2,6.2,0.677,0.452,"L","Wade, Tyler",4.16,0.272,"Pie-Slice"
3,128,51,80,100,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
4,141,82,20,140,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
5,110,-51,-70,85,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
6,136,-73,-40,130,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
7,320,-63,-145,285,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
8,340,90,0,340,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
9,297,63,135,265,642201,83.1,16.9,0.723,0.462,"R","White, Eli",4.11,0.352,"Pie-Slice"
3,128,51,80,100,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
4,141,82,20,140,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
5,118,-54,-70,95,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
6,136,-73,-40,130,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
7,313,-70,-105,295,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
8,322,83,40,320,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
9,276,58,145,235,642708,88.3,4.9,0.645,0.35,"R","Rosario, Amed",4.16,0.363,"Pie-Slice"
3,117,59,60,100,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
4,153,79,30,150,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
5,132,-53,-80,105,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
6,146,-74,-40,140,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
7,297,-63,-135,265,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
8,330,-88,-10,330,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
9,285,68,105,265,642715,89.3,16.3,0.81,0.509,"R","Adames, Willy",4.49,0.314,"Pie-Slice"
3,117,59,60,100,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
4,153,79,30,150,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
5,124,-50,-80,95,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
6,143,-78,-30,140,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
7,302,-61,-145,265,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
8,311,-86,-20,310,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
9,272,70,95,255,642731,85.5,5.5,0.72,0.482,"R","Estrada, Thairo",4.32,0.339,"Pie-Slice"
3,128,51,80,100,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
4,157,63,70,140,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
5,135,-59,-70,115,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
6,141,-82,-20,140,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
7,284,-64,-125,255,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
8,330,90,0,330,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
9,266,62,125,235,643217,88.7,13.3,0.725,0.442,"L","Benintendi, Andrew",4.41,0.313,"Pie-Slice"
3,122,55,70,100,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
4,165,76,40,160,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
5,140,-55,-80,115,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
6,153,-79,-30,150,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
7,293,-65,-125,265,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
8,320,88,10,320,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
9,275,63,125,245,643265,90.3,8.3,0.726,0.451,"R","Cooper, Garrett",4.65,0.312,"Pie-Slice"
3,128,51,80,100,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
4,153,79,30,150,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
5,132,-53,-80,105,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
6,146,-74,-40,140,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
7,282,-57,-155,235,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
8,344,-82,-50,340,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
9,304,76,75,295,643376,87.8,19.8,0.733,0.599,"R","Jansen, Danny",4.48,0.279,"Pie-Slice"
3,128,51,80,100,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
4,162,68,60,150,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
5,139,-64,-60,125,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
6,153,-79,-30,150,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
7,272,-70,-95,255,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
8,311,84,30,310,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
9,262,59,135,225,643393,83.6,15.7,0.782,0.514,"L","Kemp, Tony",4.49,0.269,"Pie-Slice"
3,128,51,80,100,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
4,146,74,40,140,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
5,118,-54,-70,95,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
6,143,-78,-30,140,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
7,323,-71,-105,305,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
8,322,83,40,320,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
9,276,58,145,235,643396,85.7,4.6,0.63,0.364,"R","Kiner-Falefa, Isiah",4.27,0.349,"Pie-Slice"
3,128,51,80,100,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
4,152,67,60,140,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
5,130,-62,-60,115,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
6,141,-82,-20,140,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
7,271,-65,-115,245,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
8,320,90,0,320,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
9,275,63,125,245,643446,87.5,11.3,0.718,0.447,"L","McNeil, Jeff",4.25,0.315,"Pie-Slice"
3,117,59,60,100,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
4,165,76,40,160,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
5,140,-55,-80,115,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
6,153,-79,-30,150,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
7,293,-60,-145,255,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
8,332,-83,-40,330,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
9,300,72,95,285,643524,87.5,12.7,0.764,0.534,"R","Schwindel, Frank",4.65,0.296,"Pie-Slice"
3,122,55,70,100,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
4,153,79,30,150,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
5,118,-54,-70,95,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
6,143,-78,-30,140,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
7,321,-59,-165,275,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
8,342,-83,-40,340,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
9,310,72,95,295,645302,79.7,14.8,0.761,0.552,"R","Robles, Victor",4.36,0.313,"Pie-Slice"
3,128,51,80,100,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
4,162,68,60,150,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
5,135,-59,-70,115,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
6,153,-79,-30,150,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
7,307,-68,-115,285,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
8,340,88,10,340,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
9,271,60,135,235,646240,93.1,12.6,0.712,0.485,"L","Devers, Rafael",4.51,0.328,"Pie-Slice"
3,128,51,80,100,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
4,162,68,60,150,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
5,143,-61,-70,125,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
6,153,-79,-30,150,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
7,284,-64,-125,255,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
8,320,90,0,320,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
9,275,63,125,245,647304,89.4,10.6,0.712,0.445,"L","Naylor, Josh",4.68,0.311,"Pie-Slice"
3,117,59,60,100,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
4,153,79,30,150,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
5,132,-53,-80,105,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
6,146,-74,-40,140,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
7,290,-58,-155,245,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
8,335,-80,-60,330,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
9,304,76,75,295,649557,87.5,12.3,0.77,0.584,"R","Díaz, Aledmys",4.46,0.304,"Pie-Slice"
3,128,51,80,100,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
4,158,72,50,150,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
5,140,-55,-80,115,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
6,153,-79,-30,150,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
7,285,-59,-145,245,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
8,322,-83,-40,320,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
9,297,73,85,285,650333,88.4,10.4,0.616,0.337,"L","Arraez, Luis",4.55,0.301,"Pie-Slice"
3,128,51,80,100,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
4,165,76,40,160,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
5,132,-53,-80,105,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
6,143,-78,-30,140,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
7,302,-66,-125,275,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
8,330,88,10,330,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
9,289,62,135,255,650402,88.6,15.4,0.78,0.438,"R","Torres, Gleyber",4.53,0.324,"Pie-Slice"
3,128,51,80,100,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
4,165,76,40,160,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
5,135,-59,-70,115,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
6,153,-79,-30,150,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
7,319,-73,-95,305,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
8,322,83,40,320,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
9,268,57,145,225,650490,90.3,4.5,0.604,0.324,"R","Díaz, Yandy",4.59,0.304,"Pie-Slice"
3,128,51,80,100,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
4,153,79,30,150,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
5,132,-53,-80,105,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
6,146,-74,-40,140,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
7,293,-65,-125,265,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
8,330,90,0,330,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
9,275,63,125,245,650559,89,9.5,0.765,0.455,"R","De La Cruz, Bryan",4.48,0.333,"Pie-Slice"
3,128,51,80,100,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
4,153,79,30,150,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
5,132,-53,-80,105,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
6,149,-70,-50,140,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
7,268,-57,-145,225,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
8,332,-83,-40,330,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
9,300,72,95,285,656305,91,20.8,0.739,0.537,"R","Chapman, Matt",4.48,0.29,"Pie-Slice"
3,117,59,60,100,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
4,153,79,30,150,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
5,124,-50,-80,95,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
6,146,-74,-40,140,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
7,302,-61,-145,265,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
8,320,-88,-10,320,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
9,276,68,105,255,656308,87.2,11.1,0.766,0.487,"R","Chavis, Michael",4.38,0.337,"Pie-Slice"
3,128,51,80,100,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
4,152,67,60,140,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
5,135,-68,-50,125,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
6,141,-82,-20,140,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
7,285,-68,-105,265,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
8,331,87,20,330,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
9,271,60,135,235,656541,90,12.6,0.803,0.494,"L","Hilliard, Sam",4.22,0.322,"Pie-Slice"
3,128,51,80,100,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
4,165,76,40,160,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
5,140,-55,-80,115,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
6,165,-76,-40,160,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
7,285,-59,-145,245,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
8,341,-85,-30,340,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
9,291,71,95,275,656555,90.6,20.5,0.825,0.528,"R","Hoskins, Rhys",4.74,0.27,"Pie-Slice"
3,128,51,80,100,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
4,165,76,40,160,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
5,135,-59,-70,115,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
6,143,-78,-30,140,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
7,311,-62,-145,275,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
8,340,90,0,340,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
9,289,62,135,255,656582,86.7,12.7,0.661,0.449,"R","Joe, Connor",4.59,0.311,"Pie-Slice"
3,117,59,60,100,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
4,153,79,30,150,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
5,132,-53,-80,105,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
6,146,-74,-40,140,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
7,290,-58,-155,245,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
8,345,-80,-60,340,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
9,312,78,65,305,656669,86.2,21.4,0.778,0.585,"R","Luplow, Jordan",4.45,0.273,"Pie-Slice"
3,128,51,80,100,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
4,162,68,60,150,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
5,144,-70,-50,135,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
6,153,-79,-30,150,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
7,307,-74,-85,295,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
8,331,85,30,330,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
9,271,60,135,235,656941,92.4,14.7,0.836,0.562,"L","Schwarber, Kyle",4.54,0.312,"Pie-Slice"
3,128,51,80,100,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
4,162,68,60,150,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
5,139,-64,-60,125,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
6,153,-79,-30,150,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
7,276,-68,-105,255,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
8,320,88,10,320,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
9,275,63,125,245,656976,87.9,10,0.719,0.48,"L","Smith, Pavin",4.55,0.302,"Pie-Slice"
3,128,51,80,100,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
4,155,75,40,150,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
5,126,-56,-70,105,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
6,146,-74,-40,140,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
7,302,-66,-125,275,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
8,330,88,10,330,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
9,280,61,135,245,657041,88.9,12.2,0.685,0.441,"R","Thomas, Lane",4.41,0.34,"Pie-Slice"
3,122,55,70,100,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
4,165,76,40,160,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
5,132,-53,-80,105,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
6,143,-78,-30,140,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
7,290,-58,-155,245,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
8,344,-82,-50,340,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
9,307,74,85,295,657557,86.9,18.8,0.774,0.56,"R","DeJong, Paul",4.49,0.289,"Pie-Slice"
3,128,51,80,100,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
4,162,68,60,150,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
5,135,-59,-70,115,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
6,153,-79,-30,150,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
7,300,-72,-95,285,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
8,321,85,30,320,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
9,262,59,135,225,657757,89.1,13.6,0.729,0.548,"L","Sheets, Gavin",4.53,0.292,"Pie-Slice"
3,112,63,50,100,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
4,141,82,20,140,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
5,124,-50,-80,95,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
6,139,-69,-50,130,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
7,276,-58,-145,235,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
8,326,-79,-60,320,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
9,280,79,55,275,658668,86.5,6.3,0.777,0.57,"R","Olivares, Edward",4.33,0.323,"Pie-Slice"
3,128,51,80,100,660271,92.5,14,0.793,0.513,"L","Ohtani, Shohei",4.08,0.339,"Pie-Slice"
4,149,70,50,140,660271,92.5,14,0.793,0.513,"L","Ohtani, Shohei",4.08,0.339,"Pie-Slice"
5,135,-68,-50,125,660271,92.5,14,0.793,0.513,"L","Ohtani, Shohei",4.08,0.339,"Pie-Slice"
