"player_position","depth","angle","field_x","field_y","batter","launch_speed_av","launch_angle_av","gb_pull","fb_pull","handedness","name","home_first","babip","method"
5,140,-55,-80,115,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
6,165,-76,-40,160,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
7,310,-72,-95,295,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
8,322,83,40,320,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
9,276,58,145,235,408234,91.4,9.4,0.707,0.329,"R","Cabrera, Miguel",5.07,0.29,"Pie-Slice"
3,112,63,50,100,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
4,165,76,40,160,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
5,146,-52,-90,115,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
6,168,-73,-50,160,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
7,298,-59,-155,255,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
8,345,-80,-60,340,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
9,314,76,75,305,435559,84.6,17.2,0.812,0.591,"R","Suzuki, Kurt",5,0.248,"Pie-Slice"
3,128,51,80,100,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
4,165,76,40,160,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
5,140,-55,-80,115,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
6,165,-76,-40,160,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
7,284,-64,-125,255,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
8,330,90,0,330,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
9,275,63,125,245,443558,91.8,10.2,0.677,0.427,"R","Cruz, Nelson",4.81,0.302,"Pie-Slice"
3,128,51,80,100,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
4,162,68,60,150,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
5,139,-64,-60,125,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
6,153,-79,-30,150,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
7,271,-60,-135,235,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
8,321,-86,-20,320,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
9,280,66,115,255,444482,90,8.9,0.719,0.419,"L","Peralta, David",4.46,0.327,"Pie-Slice"
3,128,51,80,100,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
4,155,75,40,150,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
5,126,-56,-70,105,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
6,143,-78,-30,140,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
7,324,-65,-135,295,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
8,331,87,20,330,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
9,293,60,145,255,444876,80.8,11.3,0.688,0.405,"R","Escobar, Alcides",4.38,0.332,"Pie-Slice"
3,128,51,80,100,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
4,165,76,40,160,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
5,140,-55,-80,115,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
6,165,-76,-40,160,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
7,284,-64,-125,255,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
8,330,90,0,330,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
9,275,63,125,245,446334,92.4,14.5,0.743,0.429,"R","Longoria, Evan",4.71,0.305,"Pie-Slice"
3,128,51,80,100,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
4,157,63,70,140,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
5,135,-68,-50,125,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
6,141,-82,-20,140,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
7,276,-68,-105,255,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
8,311,86,20,310,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
9,271,60,135,235,453568,86.6,11.3,0.76,0.48,"L","Blackmon, Charlie",4.36,0.294,"Pie-Slice"
3,122,55,70,100,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
4,177,74,50,170,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
5,154,-54,-90,125,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
6,165,-76,-40,160,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
7,290,-58,-155,245,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
8,345,-80,-60,340,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
9,312,78,65,305,455139,85.2,18.5,0.753,0.582,"R","Chirinos, Robinson",5.2,0.238,"Pie-Slice"
3,128,51,80,100,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
4,155,75,40,150,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
5,126,-56,-70,105,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
6,143,-78,-30,140,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
7,302,-66,-125,275,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
8,321,86,20,320,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
9,271,60,135,235,456715,88.2,5.6,0.688,0.409,"R","Cain, Lorenzo",4.4,0.346,"Pie-Slice"
3,117,59,60,100,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
4,153,79,30,150,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
5,124,-50,-80,95,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
6,146,-74,-40,140,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
7,285,-59,-145,245,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
8,332,-83,-40,330,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
9,288,73,85,275,457705,88.9,13.9,0.799,0.524,"R","McCutchen, Andrew",4.38,0.329,"Pie-Slice"
3,128,51,80,100,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
4,177,74,50,170,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
5,140,-55,-80,115,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
6,165,-76,-40,160,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
7,293,-65,-125,265,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
8,340,90,0,340,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
9,289,62,135,255,457759,90.2,18.8,0.735,0.431,"R","Turner, Justin",4.88,0.282,"Pie-Slice"
3,128,51,80,100,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
4,175,66,70,160,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
5,279,-57,-150,235,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
6,153,-79,-30,150,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
7,324,-77,-75,315,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
8,322,83,40,320,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
9,268,57,145,225,458015,90.9,16.9,0.827,0.486,"L","Votto, Joey",4.79,0.287,"Pie-Slice"
3,128,51,80,100,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
4,165,76,40,160,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
5,140,-55,-80,115,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
6,143,-78,-30,140,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
7,297,-63,-135,265,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
8,340,90,0,340,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
9,293,65,125,265,462101,87.5,9.6,0.664,0.46,"R","Andrus, Elvis",4.64,0.304,"Pie-Slice"
3,128,51,80,100,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
4,179,63,80,160,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
5,220,-69,-80,205,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
6,153,-79,-30,150,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
7,319,-73,-95,305,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
8,321,85,30,320,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
9,268,57,145,225,474832,88.1,20.6,0.827,0.541,"L","Belt, Brandon",4.8,0.257,"Pie-Slice"
3,128,51,80,100,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
4,162,68,60,150,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
5,152,-63,-70,135,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
6,153,-79,-30,150,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
7,275,-63,-125,245,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
8,320,90,0,320,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
9,275,63,125,245,488726,89.4,9.6,0.748,0.446,"L","Brantley, Michael",4.72,0.317,"Pie-Slice"
3,128,51,80,100,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
4,155,75,40,150,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
5,126,-56,-70,105,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
6,146,-74,-40,140,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
7,289,-62,-135,255,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
8,340,90,0,340,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
9,280,66,115,255,493329,89.1,13.8,0.679,0.466,"R","Gurriel, Yuli",4.41,0.326,"Pie-Slice"
3,128,51,80,100,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
4,165,76,40,160,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
5,135,-59,-70,115,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
6,153,-79,-30,150,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
7,302,-61,-145,265,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
8,340,90,0,340,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
9,293,65,125,265,500743,86.4,10.8,0.631,0.459,"R","Rojas, Miguel",4.62,0.297,"Pie-Slice"
3,128,51,80,100,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
4,165,76,40,160,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
5,135,-59,-70,115,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
6,143,-78,-30,140,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
7,297,-63,-135,265,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
8,330,90,0,330,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
9,284,64,125,255,501571,88.1,9.9,0.645,0.452,"R","Lagares, Juan",4.49,0.325,"Pie-Slice"
3,128,51,80,100,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
4,153,79,30,150,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
5,132,-53,-80,105,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
6,146,-74,-40,140,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
7,294,-69,-105,275,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
8,331,87,20,330,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
9,271,60,135,235,502054,91.6,7.7,0.697,0.371,"R","Pham, Tommy",4.53,0.329,"Pie-Slice"
3,128,51,80,100,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
4,165,76,40,160,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
5,140,-55,-80,115,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
6,143,-78,-30,140,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
7,289,-62,-135,255,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
8,330,90,0,330,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
9,280,66,115,255,502671,91.5,15.6,0.728,0.468,"R","Goldschmidt, Paul",4.58,0.309,"Pie-Slice"
3,112,63,50,100,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
4,153,79,30,150,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
5,124,-50,-80,95,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
6,143,-78,-30,140,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
7,290,-58,-155,245,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
8,337,-78,-70,330,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
9,300,79,55,295,514888,86.2,14.6,0.815,0.611,"R","Altuve, Jose",4.28,0.32,"Pie-Slice"
3,128,51,80,100,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
4,146,74,40,140,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
5,126,-56,-70,105,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
6,143,-78,-30,140,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
7,311,-66,-125,285,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
8,331,87,20,330,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
9,280,61,135,245,516416,87.2,7,0.617,0.398,"R","Segura, Jean",4.28,0.337,"Pie-Slice"
3,122,55,70,100,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
4,153,79,30,150,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
5,118,-54,-70,95,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
6,143,-78,-30,140,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
7,311,-66,-125,285,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
8,321,86,20,320,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
9,271,60,135,235,516782,86.2,5.6,0.708,0.384,"R","Marte, Starling",4.27,0.363,"Pie-Slice"
3,128,51,80,100,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
4,146,74,40,140,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
5,126,-56,-70,105,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
6,143,-78,-30,140,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
7,298,-59,-155,255,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
8,322,-83,-40,320,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
9,285,75,75,275,518586,83.8,6.7,0.669,0.538,"R","Culberson, Charlie",4.35,0.327,"Pie-Slice"
3,128,51,80,100,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
4,165,76,40,160,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
5,140,-55,-80,115,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
6,155,-75,-40,150,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
7,293,-65,-125,265,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
8,330,90,0,330,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
9,280,66,115,255,518595,90.3,9,0.672,0.453,"R","d'Arnaud, Travis",4.68,0.308,"Pie-Slice"
3,112,63,50,100,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
4,165,76,40,160,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
5,140,-55,-80,115,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
6,153,-79,-30,150,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
7,262,-59,-135,225,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
8,322,-83,-40,320,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
9,285,75,75,275,518626,93.3,13.5,0.78,0.563,"R","Donaldson, Josh",4.57,0.306,"Pie-Slice"
3,128,51,80,100,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
4,162,68,60,150,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
5,139,-64,-60,125,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
6,153,-79,-30,150,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
7,289,-62,-135,255,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
8,341,-87,-20,340,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
9,280,66,115,255,518692,91.8,13.6,0.755,0.416,"L","Freeman, Freddie",4.49,0.329,"Pie-Slice"
3,128,51,80,100,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
4,162,68,60,150,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
5,135,-68,-50,125,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
6,153,-79,-30,150,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
7,275,-74,-75,265,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
8,313,83,40,310,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
9,262,59,135,225,518792,87.9,10.3,0.79,0.558,"L","Heyward, Jason",4.43,0.301,"Pie-Slice"
3,128,51,80,100,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
4,165,76,40,160,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
5,143,-61,-70,125,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
6,153,-79,-30,150,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
7,324,-77,-75,315,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
8,324,81,50,320,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
9,268,57,145,225,518934,90.1,3.3,0.549,0.28,"R","LeMahieu, DJ",4.67,0.288,"Pie-Slice"
3,128,51,80,100,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
4,175,66,70,160,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
5,143,-61,-70,125,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
6,153,-79,-30,150,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
7,297,-73,-85,285,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
8,322,83,40,320,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
9,268,57,145,225,519058,87.5,17.9,0.731,0.549,"L","Moustakas, Mike",4.78,0.27,"Pie-Slice"
3,128,51,80,100,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
4,162,68,60,150,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
5,148,-66,-60,135,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
6,153,-79,-30,150,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
7,300,-72,-95,285,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
8,331,85,30,330,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
9,262,59,135,225,519203,89.4,16.1,0.816,0.552,"L","Rizzo, Anthony",4.63,0.285,"Pie-Slice"
3,128,51,80,100,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
4,177,74,50,170,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
5,154,-54,-90,125,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
6,165,-76,-40,160,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
7,275,-63,-125,245,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
8,320,90,0,320,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
9,271,65,115,245,519317,95.1,9.8,0.72,0.449,"R","Stanton, Giancarlo",5.07,0.297,"Pie-Slice"
3,117,59,60,100,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
4,165,76,40,160,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
5,146,-52,-90,115,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
6,168,-73,-50,160,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
7,271,-60,-135,235,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
8,331,-87,-20,330,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
9,282,70,95,265,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.276,"Pie-Slice"
3,112,63,50,100,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.27,"Pie-Slice"
